Symbol,Company Name,Stock Price,Price Target,PT Diff in %,Score,Valuation,Valuation1,PT Diff in % Absolute,Score1,BG_Value,Score2,PE Ratio,PE_Market_avg,Score3,Industry,PE_Industry_group_avg,Score4,Valuation_total_score,Symbol,Company Name,EPS Growth 5Y,EPS_Industry_group_avg,PScore1,EPS_Market_avg,PScore2,Industry,Rev. Growth 5Y,Rev_Industry_group_avg,PScore3,Rev_Market_avg,PScore4,ROE,PScore5,Performance_total_score,Symbol,Company Name,Op. Income,FScore1,Current Ratio,FScore2,Industry,Debt / Equity,DE_Industry_group_avg,FScore3,DE_Market_avg,FScore4,EPS Growth 3Y,EPS Growth 5Y,FScore5,Financial_total_score,Total_Score,Max_Score,Stock_Score_Ratio (%)
HOOD,Robinhood Markets,10.03,12.33,22.93,1,Underpriced,Significantly,22.93,1,,0,,62.24668954248366,0,Software - Infrastructure,91.06395348837208,0,2,HOOD,Robinhood Markets,,22.663478260869564,0,13.162481789802287,0,Software - Infrastructure,,16.15350649350649,0,13.650812124678296,0,-16.4,0,0,HOOD,Robinhood Markets,-1129000000.0,0,1.32,1,Software - Infrastructure,,3.3344545454545456,0,2.0191649269311065,0,,,0,1,3,15,20.0
HOOK,HOOKIPA Pharma,1.04,4.13,297.12,1,Underpriced,Significantly,297.12,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,HOOK,HOOKIPA Pharma,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-61.8,0,0,HOOK,HOOKIPA Pharma,-75665000.0,0,3.17,1,Biotechnology,0.07,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
HOPE,Hope Bancorp,8.88,11.0,23.87,1,Underpriced,Significantly,23.87,1,25.16772759953904,1,5.41,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,HOPE,Hope Bancorp,7.54,17.076541095890413,0,13.162481789802287,0,Banks - Regional,2.3,12.27737541528239,0,13.650812124678296,0,9.8,0,0,HOPE,Hope Bancorp,273584000.0,1,,0,Banks - Regional,1.22,0.965042492917847,0,2.0191649269311065,1,10.06%,7.54%,1,3,6,15,40.0
HOTH,Hoth Therapeutics,3.01,11.0,265.45,1,Underpriced,Significantly,265.45,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,HOTH,Hoth Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-119.3,0,0,HOTH,Hoth Therapeutics,-10597677.0,0,9.98,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,3,15,20.0
HOUR,Hour Loop,1.7,3.5,105.88,1,Underpriced,Significantly,105.88,1,,0,,62.24668954248366,0,Internet Retail,84.58538461538463,0,2,HOUR,Hour Loop,,11.265999999999996,0,13.162481789802287,0,Internet Retail,,29.33217391304348,0,13.650812124678296,0,-30.3,0,0,HOUR,Hour Loop,-2778461.0,0,2.07,1,Internet Retail,0.19,3.060681818181818,1,2.0191649269311065,1,,,0,3,5,15,33.33
HOUS,Anywhere Real Estate,6.0,7.17,19.5,1,Underpriced,Slightly,19.5,0,,0,,62.24668954248366,0,Real Estate Services,69.253,0,1,HOUS,Anywhere Real Estate,,-4.894545454545455,0,13.162481789802287,0,Real Estate Services,1.87,7.5712,0,13.650812124678296,0,-22.9,0,0,HOUS,Anywhere Real Estate,-275000000.0,0,0.55,0,Real Estate Services,2.06,2.759705882352941,1,2.0191649269311065,0,,,0,1,2,15,13.33
HOV,Hovnanian Enterprises,97.82,,,0,,,,0,212.9783552705544,1,3.95,62.24668954248366,0,Residential Construction,6.770454545454545,0,1,HOV,Hovnanian Enterprises,,41.48823529411765,0,13.162481789802287,0,Residential Construction,5.17,14.820526315789472,0,13.650812124678296,0,46.7,1,1,HOV,Hovnanian Enterprises,328889000.0,1,,0,Residential Construction,3.44,0.5423809523809524,0,2.0191649269311065,0,,,0,1,3,15,20.0
HOWL,Werewolf Therapeutics,3.19,11.1,247.96,1,Underpriced,Significantly,247.96,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,HOWL,Werewolf Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-40.0,0,0,HOWL,Werewolf Therapeutics,-52913000.0,0,7.21,1,Biotechnology,0.44,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
HP,Helmerich & Payne,34.61,45.38,31.12,1,Underpriced,Significantly,31.12,1,42.8657513214261,1,11.38,62.24668954248366,0,Oil & Gas Drilling,8.928,0,3,HP,Helmerich & Payne,-5.39,17.294999999999998,0,13.162481789802287,0,Oil & Gas Drilling,4.21,69.22714285714285,0,13.650812124678296,0,11.8,0,0,HP,Helmerich & Payne,429948000.0,1,2.43,1,Oil & Gas Drilling,0.2,1.257,1,2.0191649269311065,1,,-5.39%,0,4,7,15,46.67
HPCO,Hempacco Co.,0.45,,,0,,,,0,,0,,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,0,HPCO,Hempacco Co.,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,,36.78283333333333,0,13.650812124678296,0,-109.1,0,0,HPCO,Hempacco Co.,-7084222.0,0,1.25,1,Drug Manufacturers - Specialty & Generic,0.09,1.5526190476190476,1,2.0191649269311065,1,,,0,3,3,15,20.0
HPE,Hewlett Packard Enterprise Company,17.57,16.18,-7.91,0,Overpriced,Slightly,7.91,0,16.74199109041266,0,22.24,62.24668954248366,0,Communication Equipment,26.672758620689656,0,0,HPE,Hewlett Packard Enterprise Company,-15.19,26.11470588235294,0,13.162481789802287,0,Communication Equipment,-0.47,9.952,0,13.650812124678296,0,5.1,0,0,HPE,Hewlett Packard Enterprise Company,1522000000.0,1,0.87,0,Communication Equipment,0.66,1.6960655737704915,1,2.0191649269311065,1,,-15.19%,0,3,3,15,20.0
HPK,HighPeak Energy,14.15,8.0,-43.46,0,Overpriced,Significantly,43.46,1,24.1867169822222,1,5.87,62.24668954248366,0,Oil & Gas E&P,10.07987341772152,0,2,HPK,HighPeak Energy,,38.765641025641024,0,13.162481789802287,0,Oil & Gas E&P,,25.973432835820898,0,13.650812124678296,0,27.7,1,1,HPK,HighPeak Energy,456576000.0,1,0.26,0,Oil & Gas E&P,0.71,0.959342105263158,1,2.0191649269311065,1,158.20%,,0,3,6,15,40.0
HPLT,Home Plate Acquisition,10.18,,,0,,,,0,,0,339.33,62.24668954248366,1,Shell Companies,132.68085501858738,1,2,HPLT,Home Plate Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-10.5,0,0,HPLT,Home Plate Acquisition,-3273958.0,0,0.99,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,2,15,13.33
HPP,Hudson Pacific Properties,4.85,10.23,110.93,1,Underpriced,Significantly,110.93,1,,0,,62.24668954248366,0,REIT - Office,33.86,0,2,HPP,Hudson Pacific Properties,,-1.1157142857142857,0,13.162481789802287,0,REIT - Office,7.09,1.7008333333333334,1,13.650812124678296,0,-1.7,0,1,HPP,Hudson Pacific Properties,145594000.0,1,,0,REIT - Office,1.51,1.1908,0,2.0191649269311065,1,,,0,2,5,15,33.33
HPQ,HP Inc.,31.0,30.15,-2.74,0,Overpriced,Slightly,2.74,0,,0,11.57,62.24668954248366,0,Computer Hardware,99.56384615384616,0,0,HPQ,HP Inc.,0.61,19.36111111111111,0,13.162481789802287,0,Computer Hardware,0.25,24.80047619047619,0,13.650812124678296,0,-93.3,0,0,HPQ,HP Inc.,3566000000.0,1,0.71,0,Computer Hardware,,0.3913333333333333,0,2.0191649269311065,0,9.52%,0.61%,0,1,1,15,6.67
HQI,HireQuest,26.84,29.0,8.05,1,Underpriced,Slightly,8.05,0,10.181270892104644,0,25.32,62.24668954248366,0,Staffing & Employment Services,36.89842105263158,0,1,HQI,HireQuest,84.19,12.528571428571428,1,13.162481789802287,1,Staffing & Employment Services,-19.76,3.0359090909090907,0,13.650812124678296,0,25.6,1,3,HQI,HireQuest,15375000.0,1,1.33,1,Staffing & Employment Services,0.37,0.716,1,2.0191649269311065,1,,84.19%,0,4,8,15,53.33
HQY,HealthEquity,62.49,80.33,28.55,1,Underpriced,Significantly,28.55,1,,0,,62.24668954248366,0,Health Information Services,95.418,0,2,HQY,HealthEquity,,6.83,0,13.162481789802287,0,Health Information Services,29.84,39.20904761904762,0,13.650812124678296,1,-0.4,0,1,HQY,HealthEquity,39527000.0,1,4.0,1,Health Information Services,0.49,0.5213207547169811,1,2.0191649269311065,1,,,0,4,7,15,46.67
HR,Healthcare Realty Trust,19.46,24.86,27.75,1,Underpriced,Significantly,27.75,1,,0,,62.24668954248366,0,REIT - Healthcare Facilities,63.505,0,2,HR,Healthcare Realty Trust,,-0.3177777777777781,0,13.162481789802287,0,REIT - Healthcare Facilities,11.03,7.785333333333333,1,13.650812124678296,0,-1.4,0,1,HR,Healthcare Realty Trust,-30431000.0,0,,0,REIT - Healthcare Facilities,0.78,4.645,1,2.0191649269311065,1,,,0,2,5,15,33.33
HRB,H&R Block,32.88,29.4,-10.58,0,Overpriced,Slightly,10.58,0,,0,11.18,62.24668954248366,0,Personal Services,30.073333333333338,0,0,HRB,H&R Block,0.21,7.03,0,13.162481789802287,0,Personal Services,2.01,2.6322222222222225,0,13.650812124678296,0,-258.7,0,0,HRB,H&R Block,683792000.0,1,1.17,1,Personal Services,,2.64,0,2.0191649269311065,0,,0.21%,0,2,2,15,13.33
HRI,Herc Holdings,127.09,155.0,21.96,1,Underpriced,Significantly,21.96,1,98.41109942185204,0,11.27,62.24668954248366,0,Rental & Leasing Services,18.27142857142857,0,2,HRI,Herc Holdings,11.25,10.841333333333331,1,13.162481789802287,0,Rental & Leasing Services,10.14,7.046666666666667,1,13.650812124678296,0,31.2,1,3,HRI,Herc Holdings,588800000.0,1,1.05,1,Rental & Leasing Services,3.64,4.065714285714286,1,2.0191649269311065,0,87.18%,11.25%,0,3,8,15,53.33
HRL,Hormel Foods,41.27,44.57,8.0,1,Underpriced,Slightly,8.0,0,23.26756494221945,0,24.13,62.24668954248366,0,Packaged Foods,24.583589743589744,0,1,HRL,Hormel Foods,-0.35,4.118461538461538,0,13.162481789802287,0,Packaged Foods,5.55,23.44333333333333,0,13.650812124678296,0,12.4,0,0,HRL,Hormel Foods,1196652000.0,1,2.42,1,Packaged Foods,0.43,1.4919354838709675,1,2.0191649269311065,1,,-0.35%,0,4,5,15,33.33
HRMY,Harmony Biosciences Holdings,36.27,60.22,66.03,1,Underpriced,Significantly,66.03,1,22.705741855601485,0,11.7,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,HRMY,Harmony Biosciences Holdings,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,52.8,1,1,HRMY,Harmony Biosciences Holdings,133053000.0,1,4.9,1,Biotechnology,0.43,0.9478119349005424,1,2.0191649269311065,1,,,0,4,7,15,46.67
HROW,Harrow Health,18.68,27.0,44.54,1,Underpriced,Significantly,44.54,1,,0,,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,2,HROW,Harrow Health,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,25.66,36.78283333333333,0,13.650812124678296,1,-129.6,0,1,HROW,Harrow Health,1028000.0,1,2.92,1,Drug Manufacturers - Specialty & Generic,8.08,1.5526190476190476,0,2.0191649269311065,0,,,0,2,5,15,33.33
HRT,HireRight Holdings,11.22,12.37,10.25,1,Underpriced,Slightly,10.25,0,16.057831342774808,1,7.15,62.24668954248366,0,Staffing & Employment Services,36.89842105263158,0,2,HRT,HireRight Holdings,,12.528571428571428,0,13.162481789802287,0,Staffing & Employment Services,,3.0359090909090907,0,13.650812124678296,0,23.3,1,1,HRT,HireRight Holdings,76252000.0,1,1.92,1,Staffing & Employment Services,1.28,0.716,0,2.0191649269311065,1,,,0,3,6,15,40.0
HRTG,Heritage Insurance Holdings,4.14,3.69,-10.87,0,Overpriced,Slightly,10.87,0,,0,,62.24668954248366,0,Insurance - Property & Casualty,101.15631578947368,0,0,HRTG,Heritage Insurance Holdings,,6.8613333333333335,0,13.162481789802287,0,Insurance - Property & Casualty,10.18,7.106285714285714,1,13.650812124678296,0,-75.1,0,1,HRTG,Heritage Insurance Holdings,-97861000.0,0,,0,Insurance - Property & Casualty,1.02,0.6131578947368421,0,2.0191649269311065,1,,,0,1,2,15,13.33
HRTX,Heron Therapeutics,1.21,8.0,561.16,1,Underpriced,Significantly,561.16,1,1.690234301357219,1,,62.24668954248366,0,Biotechnology,22.024186046511627,0,3,HRTX,Heron Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,24.08,20.71185567010309,1,13.650812124678296,1,-21127.6,0,2,HRTX,Heron Therapeutics,-151328000.0,0,2.29,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,6,15,40.0
HRZN,Horizon Technology Finance,11.83,10.88,-8.03,0,Overpriced,Slightly,8.03,0,14.128836074700567,1,13.44,62.24668954248366,0,Asset Management,42.88767123287671,0,1,HRZN,Horizon Technology Finance,3.53,-0.9029824561403508,1,13.162481789802287,0,Asset Management,29.05,7.635121951219513,1,13.650812124678296,1,7.4,0,3,HRZN,Horizon Technology Finance,67167000.0,1,,0,Asset Management,1.37,1.8213684210526315,1,2.0191649269311065,1,-8.53%,3.53%,1,4,8,15,53.33
HSAI,Hesai Group,10.43,,,0,,,,0,,0,,62.24668954248366,0,Auto Parts,53.232,0,0,HSAI,Hesai Group,,1.3090476190476197,0,13.162481789802287,0,Auto Parts,,4.2305882352941175,0,13.650812124678296,0,,0,0,HSAI,Hesai Group,,0,4.68,1,Auto Parts,0.06,1.3533333333333335,1,2.0191649269311065,1,,,0,3,3,15,20.0
HSBC,HSBC Holdings,39.18,,,0,,,,0,62.6369952987611,1,6.97,62.24668954248366,0,Banks - Diversified,8.884,0,1,HSBC,HSBC Holdings,,6.447692307692307,0,13.162481789802287,0,Banks - Diversified,,4.236875,0,13.650812124678296,0,7.7,0,0,HSBC,HSBC Holdings,14805000000.0,1,,0,Banks - Diversified,1.1,3.1595238095238094,1,2.0191649269311065,1,0.92%,,0,3,4,15,26.67
HSC,Harsco,9.15,11.83,29.29,1,Underpriced,Significantly,29.29,1,,0,,62.24668954248366,0,Waste Management,34.87,0,2,HSC,Harsco,,15.146,0,13.162481789802287,0,Waste Management,7.54,19.254666666666665,0,13.650812124678296,0,-26.0,0,0,HSC,Harsco,-36086000.0,0,1.28,1,Waste Management,2.57,1.2615,0,2.0191649269311065,0,,,0,1,3,15,20.0
HSCS,Heart Test Laboratories,0.98,4.77,386.73,1,Underpriced,Significantly,386.73,1,0.8475178708022627,0,,62.24668954248366,0,Medical Devices,1044.0974193548386,0,2,HSCS,Heart Test Laboratories,,13.007727272727273,0,13.162481789802287,0,Medical Devices,,21.801046511627906,0,13.650812124678296,0,,0,0,HSCS,Heart Test Laboratories,-6492115.0,0,1.45,1,Medical Devices,,0.79453125,0,2.0191649269311065,0,,,0,1,3,15,20.0
HSDT,Helius Medical Technologies,0.22,3.0,1263.64,1,Underpriced,Significantly,1263.64,1,,0,,62.24668954248366,0,Medical Devices,1044.0974193548386,0,2,HSDT,Helius Medical Technologies,,13.007727272727273,0,13.162481789802287,0,Medical Devices,,21.801046511627906,0,13.650812124678296,0,-154.3,0,0,HSDT,Helius Medical Technologies,-14762000.0,0,7.38,1,Medical Devices,0.02,0.79453125,1,2.0191649269311065,1,,,0,3,5,15,33.33
HSHP,Himalaya Shipping,5.8,,,0,,,,0,,0,,62.24668954248366,0,Marine Shipping,4.0184848484848485,0,0,HSHP,Himalaya Shipping,,24.530833333333334,0,13.162481789802287,0,Marine Shipping,,23.755384615384614,0,13.650812124678296,0,-2.2,0,0,HSHP,Himalaya Shipping,-2000000.0,0,0.07,0,Marine Shipping,0.75,0.9689189189189188,1,2.0191649269311065,1,,,0,2,2,15,13.33
HSIC,Henry Schein,78.02,85.33,9.37,1,Underpriced,Slightly,9.37,0,45.81543648304972,0,22.16,62.24668954248366,0,Medical Distribution,22.002857142857145,0,1,HSIC,Henry Schein,6.25,24.49166666666667,0,13.162481789802287,0,Medical Distribution,8.76,14.636666666666668,0,13.650812124678296,0,13.5,0,0,HSIC,Henry Schein,678000000.0,1,1.82,1,Medical Distribution,0.48,3.381428571428572,1,2.0191649269311065,1,-10.13%,6.25%,1,5,6,15,40.0
HSII,Heidrick & Struggles International,26.42,40.0,51.4,1,Underpriced,Significantly,51.4,1,42.06408189844842,1,7.06,62.24668954248366,0,Staffing & Employment Services,36.89842105263158,0,3,HSII,Heidrick & Struggles International,,12.528571428571428,0,13.162481789802287,0,Staffing & Employment Services,9.51,3.0359090909090907,1,13.650812124678296,0,19.3,0,1,HSII,Heidrick & Struggles International,99805000.0,1,1.72,1,Staffing & Employment Services,0.19,0.716,1,2.0191649269311065,1,18.99%,,0,4,8,15,53.33
HSON,Hudson Global,22.18,33.0,48.78,1,Underpriced,Significantly,48.78,1,22.75777066544705,1,15.73,62.24668954248366,0,Staffing & Employment Services,36.89842105263158,0,3,HSON,Hudson Global,-12.82,12.528571428571428,0,13.162481789802287,0,Staffing & Employment Services,26.17,3.0359090909090907,1,13.650812124678296,1,9.8,0,2,HSON,Hudson Global,5753000.0,1,2.95,1,Staffing & Employment Services,0.06,0.716,1,2.0191649269311065,1,121.36%,-12.82%,0,4,9,15,60.0
HSPO,Horizon Space Acquisition I,10.37,,,0,,,,0,0.21327594743261,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,HSPO,Horizon Space Acquisition I,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,,0,0,HSPO,Horizon Space Acquisition I,,0,70.12,1,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,1,1,15,6.67
HST,Host Hotels & Resorts,17.05,20.91,22.64,1,Underpriced,Significantly,22.64,1,15.588007694718495,0,15.22,62.24668954248366,0,REIT - Hotel & Motel,30.103076923076927,0,2,HST,Host Hotels & Resorts,4.94,-8.909999999999998,1,13.162481789802287,0,REIT - Hotel & Motel,-0.64,2.617058823529412,0,13.650812124678296,0,11.8,0,1,HST,Host Hotels & Resorts,901000000.0,1,,0,REIT - Hotel & Motel,0.7,1.662,1,2.0191649269311065,1,3.17%,4.94%,1,4,7,15,46.67
HSTM,HealthStream,24.7,26.0,5.26,1,Underpriced,Slightly,5.26,0,9.80331670063382,0,63.33,62.24668954248366,1,Health Information Services,95.418,0,2,HSTM,HealthStream,-17.33,6.83,0,13.162481789802287,0,Health Information Services,4.42,39.20904761904762,0,13.650812124678296,0,3.6,0,0,HSTM,HealthStream,11303000.0,1,1.03,1,Health Information Services,0.07,0.5213207547169811,1,2.0191649269311065,1,-9.14%,-17.33%,0,4,6,15,40.0
HSTO,Histogen,0.88,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,HSTO,Histogen,,12.32846153846154,0,13.162481789802287,0,Biotechnology,-78.15,20.71185567010309,0,13.650812124678296,0,-93.7,0,0,HSTO,Histogen,-13434000.0,0,7.92,1,Biotechnology,0.4,0.9478119349005424,1,2.0191649269311065,1,,,0,3,3,15,20.0
HSY,The Hershey Company,260.72,247.13,-5.21,0,Overpriced,Slightly,5.21,0,54.17694241755601,0,33.82,62.24668954248366,0,Confectioners,31.16333333333333,0,0,HSY,The Hershey Company,11.67,5.796666666666667,1,13.162481789802287,0,Confectioners,7.14,3.475,1,13.650812124678296,0,53.4,1,3,HSY,The Hershey Company,2339721000.0,1,0.83,0,Confectioners,1.36,0.5875,0,2.0191649269311065,1,15.92%,11.67%,0,2,5,15,33.33
HT,Hersha Hospitality Trust,6.06,8.63,42.41,1,Underpriced,Significantly,42.41,1,33.298792162817385,1,1.96,62.24668954248366,0,REIT - Hotel & Motel,30.103076923076927,0,3,HT,Hersha Hospitality Trust,25.82,-8.909999999999998,1,13.162481789802287,1,REIT - Hotel & Motel,-4.01,2.617058823529412,0,13.650812124678296,0,20.1,1,3,HT,Hersha Hospitality Trust,32055000.0,1,,0,REIT - Hotel & Motel,0.98,1.662,1,2.0191649269311065,1,,25.82%,0,3,9,15,60.0
HTBI,HomeTrust Bancshares,22.35,28.0,25.28,1,Underpriced,Significantly,25.28,1,36.8684845606484,1,9.76,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,HTBI,HomeTrust Bancshares,52.24,17.076541095890413,1,13.162481789802287,1,Banks - Regional,6.09,12.27737541528239,0,13.650812124678296,0,8.6,0,2,HTBI,HomeTrust Bancshares,45399000.0,1,,0,Banks - Regional,0.72,0.965042492917847,1,2.0191649269311065,1,14.64%,52.24%,1,4,9,15,60.0
HTBK,Heritage Commerce,8.44,10.0,18.48,1,Underpriced,Slightly,18.48,0,16.858833138144117,1,7.09,62.24668954248366,0,Banks - Regional,11.796324786324789,0,2,HTBK,Heritage Commerce,12.17,17.076541095890413,0,13.162481789802287,0,Banks - Regional,12.04,12.27737541528239,0,13.650812124678296,0,11.6,0,0,HTBK,Heritage Commerce,102961000.0,1,,0,Banks - Regional,0.52,0.965042492917847,1,2.0191649269311065,1,26.35%,12.17%,0,3,5,15,33.33
HTCR,HeartCore Enterprises,1.47,,,0,,,,0,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,0,HTCR,HeartCore Enterprises,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,-37.5,0,0,HTCR,HeartCore Enterprises,-2834003.0,0,1.65,1,Software - Application,0.38,4.053584905660378,1,2.0191649269311065,1,,,0,3,3,15,20.0
HTGC,Hercules Capital,14.77,14.57,-1.35,0,Overpriced,Slightly,1.35,0,18.78407888098065,1,9.91,62.24668954248366,0,Asset Management,42.88767123287671,0,1,HTGC,Hercules Capital,6.45,-0.9029824561403508,1,13.162481789802287,0,Asset Management,13.36,7.635121951219513,1,13.650812124678296,0,14.3,0,2,HTGC,Hercules Capital,283598000.0,1,,0,Asset Management,1.15,1.8213684210526315,1,2.0191649269311065,1,22.03%,6.45%,1,4,7,15,46.67
HTH,Hilltop Holdings,31.45,33.0,4.93,1,Underpriced,Slightly,4.93,0,35.189736235460195,1,18.07,62.24668954248366,0,Banks - Regional,11.796324786324789,0,2,HTH,Hilltop Holdings,5.52,17.076541095890413,0,13.162481789802287,0,Banks - Regional,-4.73,12.27737541528239,0,13.650812124678296,0,5.7,0,0,HTH,Hilltop Holdings,157571000.0,1,,0,Banks - Regional,1.03,0.965042492917847,0,2.0191649269311065,1,-12.30%,5.52%,1,3,5,15,33.33
HTHT,H World Group,43.0,55.45,28.95,1,Underpriced,Significantly,28.95,1,,0,,62.24668954248366,0,Lodging,41.47857142857144,0,2,HTHT,H World Group,,9.568,0,13.162481789802287,0,Lodging,12.46,4.538571428571429,1,13.650812124678296,0,-2.1,0,1,HTHT,H World Group,157059680.0,1,0.94,0,Lodging,3.71,17.747142857142855,1,2.0191649269311065,0,,,0,2,5,15,33.33
HTLD,Heartland Express,16.29,16.6,1.9,1,Underpriced,Slightly,1.9,0,20.05938002065495,1,9.99,62.24668954248366,0,Trucking,15.1,0,2,HTLD,Heartland Express,12.87,11.553076923076922,1,13.162481789802287,0,Trucking,12.6,7.891249999999999,1,13.650812124678296,0,15.3,0,2,HTLD,Heartland Express,89419000.0,1,1.45,1,Trucking,0.44,1.2184210526315788,1,2.0191649269311065,1,24.73%,12.87%,0,4,8,15,53.33
HTLF,Heartland Financial USA,30.52,47.0,54.0,1,Underpriced,Significantly,54.0,1,69.60963321836984,1,6.09,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,HTLF,Heartland Financial USA,12.91,17.076541095890413,0,13.162481789802287,0,Banks - Regional,10.81,12.27737541528239,0,13.650812124678296,0,12.2,0,0,HTLF,Heartland Financial USA,280641000.0,1,,0,Banks - Regional,0.25,0.965042492917847,1,2.0191649269311065,1,9.94%,12.91%,0,3,6,15,40.0
HTOO,Fusion Fuel Green,2.24,9.5,324.11,1,Underpriced,Significantly,324.11,1,,0,,62.24668954248366,0,Utilities - Renewable,28.711428571428574,0,2,HTOO,Fusion Fuel Green,,-16.22,0,13.162481789802287,0,Utilities - Renewable,,12.406666666666666,0,13.650812124678296,0,-69.4,0,0,HTOO,Fusion Fuel Green,-34747000.0,0,1.52,1,Utilities - Renewable,0.26,2.029130434782609,1,2.0191649269311065,1,,,0,3,5,15,33.33
HTZ,Hertz Global Holdings,17.82,23.29,30.7,1,Underpriced,Significantly,30.7,1,25.21020308428352,1,5.55,62.24668954248366,0,Rental & Leasing Services,18.27142857142857,0,3,HTZ,Hertz Global Holdings,,10.841333333333331,0,13.162481789802287,0,Rental & Leasing Services,,7.046666666666667,0,13.650812124678296,0,67.1,1,1,HTZ,Hertz Global Holdings,2401000000.0,1,,0,Rental & Leasing Services,6.03,4.065714285714286,0,2.0191649269311065,0,,,0,1,5,15,33.33
HUBB,Hubbell,320.38,244.43,-23.71,0,Overpriced,Significantly,23.71,1,102.5524158823328,0,31.63,62.24668954248366,0,Electrical Equipment & Parts,20.11842105263158,0,1,HUBB,Hubbell,18.58,13.155,1,13.162481789802287,1,Electrical Equipment & Parts,5.92,11.652142857142858,0,13.650812124678296,0,23.3,1,3,HUBB,Hubbell,815000000.0,1,2.0,1,Electrical Equipment & Parts,0.58,1.16675,1,2.0191649269311065,1,11.24%,18.58%,1,5,9,15,60.0
