Symbol,Company Name,Market Cap,Stock Price,Price Target,PT Diff. (%),Industry,PE Ratio,EPS,PEG Ratio,PB Ratio,Shares Out,Equity,Sector,EPS Growth,PS Ratio,Beta (1Y),ROE,Valuation,PT Diff in %,Score,Valuation1,Score1,PT Diff in % Absolute,BG_Value,Score2,Score3,PE_Market_avg,Score4,PE_Industry_group_avg
NVCR,NovoCure,4695499890,44.21,81.0,83.22%,Medical Instruments & Supplies,,-1.33,-0.47,10.87,106209000.0,432146000.0,Healthcare,,8.99,0.8,-32.00%,Underpriced,83.22,1,Significantly,1,83.22,,0,0,62.24668954248366,0,45.764399999999995
NVCT,Nuvectis Pharma,289733940,18.1,21.0,16.02%,Biotechnology,,-1.45,,23.61,16007400.0,12274000.0,Healthcare,,,,-138.40%,Underpriced,16.02,1,Slightly,0,16.02,,0,0,62.24668954248366,0,22.024186046511627
NVDA,NVIDIA,1054492454646,426.92,415.61,-2.65%,Semiconductors,222.35,1.92,4.04,43.01,2470000128.0,24520000000.0,Technology,-48.53%,40.75,1.75,20.90%,Overpriced,-2.65,0,Slightly,0,2.65,20.70873727773978,0,1,62.24668954248366,0,328.74357142857144
NVEC,NVE Corporation,425161348,88.01,N/A,,Semiconductors,18.73,4.7,1.18,6.34,4830830.0,67079502.0,Technology,56.67%,11.11,1.21,35.20%,N/A,,0,,0,,38.31988751421567,0,0,62.24668954248366,0,328.74357142857144
NVEE,NV5 Global,1631453652,103.86,119.0,14.58%,Engineering & Construction,33.61,3.09,1.31,2.27,15708200.0,719870000.0,Industrials,-7.49%,2.09,1.2,6.90%,Underpriced,14.58,1,Slightly,0,14.58,56.446149961326086,0,0,62.24668954248366,0,30.660833333333333
NVEI,Nuvei,3998643158,28.79,55.33,92.19%,Software - Infrastructure,95.97,0.3,0.42,2.04,138890002.0,1956157000.0,Technology,-44.44%,4.52,2.86,2.30%,Underpriced,92.18,1,Significantly,1,92.18,9.750306061004844,0,1,62.24668954248366,1,91.06395348837209
NVFY,Nova LifeStyle,3199373,2.21,N/A,,"Furnishings, Fixtures & Appliances",,-12.55,,0.59,1447680.0,5432011.0,Consumer Discretionary,,0.29,1.71,-163.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,15.73470588235294
NVGS,Navigator Holdings,941560620,12.81,18.0,40.52%,Oil & Gas Midstream,22.47,0.59,4.42,0.82,73502000.0,1153517000.0,Energy,,1.92,1.62,3.90%,Underpriced,40.52,1,Significantly,1,40.52,14.433766866475164,1,0,62.24668954248366,0,11.720851063829787
NVIV,InVivo Therapeutics Holdings,4068140,1.31,N/A,,Biotechnology,,-5.75,,0.3,3105450.0,13476000.0,Healthcare,,,0.84,-78.00%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
NVMI,Nova Ltd.,3245615152,112.99,109.33,-3.24%,Semiconductor Equipment & Materials,26.46,4.42,,5.16,28724800.0,629294000.0,Technology,23.12%,5.7,1.23,24.60%,Overpriced,-3.24,0,Slightly,0,3.24,46.67675784613572,0,0,62.24668954248366,0,244.2408
NVNO,enVVeno Medical,27468597,2.9,N/A,,Medical Devices,,-2.29,,0.8,9471930.0,34129000.0,Healthcare,,,1.25,-63.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,1044.0974193548386
NVO,Novo Nordisk,361679916639,161.29,88.0,-45.44%,Biotechnology,41.68,3.95,2.03,30.93,2242419968.0,11694582723.0,Healthcare,25.52%,13.12,0.32,77.70%,Overpriced,-45.44,0,Significantly,1,45.44,21.52899198090339,0,0,62.24668954248366,0,22.024186046511627
NVOS,Novo Integrated Sciences,20845066,0.14,N/A,,Medical Care Facilities,,-1.07,,0.76,144858000.0,27250640.0,Healthcare,,1.78,-0.17,-121.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,27.51
NVR,"NVR, Inc.",19450464341,5990.38,4679.17,-21.89%,Residential Construction,12.6,475.26,4.89,5.06,3246950.0,3845346000.0,Consumer Discretionary,27.01%,1.92,1.0,49.00%,Overpriced,-21.89,0,Significantly,1,21.89,3558.6625011017436,0,0,62.24668954248366,0,6.770454545454545
NVRO,Nevro,901877096,25.18,41.2,63.62%,Medical Devices,,-0.02,,2.99,35817200.0,301228000.0,Healthcare,,2.17,0.87,0.80%,Underpriced,63.62,1,Significantly,1,63.62,,0,0,62.24668954248366,0,1044.0974193548386
NVS,Novartis AG,215839884671,101.83,N/A,,Drug Manufacturers - General,31.05,3.26,5.77,4.15,2119609984.0,52059000000.0,Healthcare,-69.56%,4.13,0.47,12.00%,N/A,,0,,0,,42.44436021091083,0,0,62.24668954248366,0,27.4225
NVST,Envista Holdings,5479105940,33.47,46.0,37.44%,Medical Instruments & Supplies,27.89,1.2,,1.28,163702000.0,4279000000.0,Healthcare,-38.14%,2.14,1.43,5.20%,Underpriced,37.44,1,Significantly,1,37.44,26.565991701142636,0,0,62.24668954248366,0,45.764399999999995
NVT,nVent Electric,7892376261,47.64,50.0,4.95%,Electrical Equipment & Parts,18.76,2.54,1.97,2.83,165667008.0,2789900000.0,Industrials,55.83%,2.67,1.3,15.80%,Underpriced,4.95,1,Slightly,0,4.95,31.02304489945766,0,0,62.24668954248366,0,20.11842105263158
NVTA,Invitae,323237010,1.24,1.95,57.26%,Diagnostics & Research,,-13.18,,,260675008.0,-36656000.0,Healthcare,,0.63,1.74,-2043.80%,Underpriced,57.26,1,Significantly,1,57.26,6.457609845123905,1,0,62.24668954248366,0,60.269999999999996
NVTS,Navitas Semiconductor,1617412160,9.38,9.0,-4.05%,Semiconductors,,-0.44,,4.69,172432000.0,344603000.0,Technology,,36.3,2.33,-20.10%,Overpriced,-4.05,0,Slightly,0,4.05,,0,0,62.24668954248366,0,328.74357142857144
NVVE,Nuvve Holding,12990706,0.47,2.5,431.92%,Specialty Retail,,-1.26,,0.6,27639800.0,21559027.0,Consumer Discretionary,,2.67,1.72,-102.70%,Underpriced,431.91,1,Significantly,1,431.91,,0,0,62.24668954248366,0,17.69741935483871
NVX,Novonix,396722440,3.26,N/A,,Electrical Equipment & Parts,17.91,0.18,,1.75,121694000.0,226056269.0,Industrials,,67.21,1.65,-32.30%,N/A,,0,,0,,2.7428446218844558,0,0,62.24668954248366,0,20.11842105263158
NWBI,Northwest Bancshares,1472660170,11.59,13.5,16.48%,Banks - Regional,10.73,1.08,1.87,0.97,127063000.0,1513275000.0,Financials,-2.70%,2.79,0.57,9.30%,Underpriced,16.48,1,Slightly,0,16.48,17.011887929399716,1,0,62.24668954248366,0,11.796324786324787
NWE,NorthWestern,3511754477,58.73,56.94,-3.05%,Utilities - Diversified,18.24,3.22,4.08,1.3,59794900.0,2693000000.0,Utilities,-6.40%,2.28,0.46,7.20%,Overpriced,-3.05,0,Slightly,0,3.05,57.12224921502261,0,0,62.24668954248366,0,57.70769230769231
NWFL,Norwood Financial,257056589,31.68,N/A,,Banks - Regional,9.26,3.42,,1.46,8114160.0,176415000.0,Financials,5.88%,3.38,0.42,16.50%,N/A,,0,,0,,40.90254047123956,1,0,62.24668954248366,0,11.796324786324787
NWG,NatWest Group,29514633211,6.59,N/A,,Banks - Diversified,6.34,-0.06,0.63,0.78,4478700032.0,37707000000.0,Financials,,2.1,1.29,9.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,8.884
NWL,Newell Brands,3523991000,8.51,15.1,77.44%,Household & Personal Products,,-0.34,1.42,1.06,414100000.0,3333000000.0,Consumer Staples,,0.4,0.94,-3.80%,Underpriced,77.44,1,Significantly,1,77.44,,0,0,62.24668954248366,0,52.93631578947368
NWLI,National Western Life Group,1389359220,382.11,N/A,,Insurance - Life,17.49,21.85,,0.6,3636019.0,2306231000.0,Financials,-64.25%,2.41,0.78,3.60%,N/A,,0,,0,,558.4127303539965,1,0,62.24668954248366,0,70.66466666666666
NWN,Northwest Natural Holding Company,1528538000,42.5,53.67,26.28%,Utilities - Regulated Gas,14.66,2.9,3.24,1.22,35965600.0,1250180000.0,Utilities,19.34%,1.33,0.58,8.50%,Underpriced,26.28,1,Significantly,1,26.28,47.62476838047419,1,0,62.24668954248366,0,27.38272727272727
NWPX,Northwest Pipe Company,307868286,30.79,55.0,78.63%,Metal Fabrication,10.33,2.98,-2.91,0.96,9998970.0,321077000.0,Industrials,129.23%,0.69,0.86,9.60%,Underpriced,78.63,1,Significantly,1,78.63,46.40089490983971,1,0,62.24668954248366,0,23.05
NWS,News Corporation,11243470550,19.8,N/A,,Entertainment,42.13,0.47,10.17,1.39,567852048.0,8077000000.0,Communication Services,-44.71%,1.11,1.32,3.30%,N/A,,0,,0,,12.264437411443526,0,0,62.24668954248366,0,49.265
NWSA,News Corporation,11245567888,19.57,25.37,29.64%,Entertainment,41.64,0.47,10.01,1.39,574633004.0,8077000000.0,Communication Services,-44.71%,1.11,1.32,3.30%,Underpriced,29.64,1,Significantly,1,29.64,12.191859423225138,0,0,62.24668954248366,0,49.265
NWTN,NWTN Inc.,3119438562,10.9,N/A,,Auto & Truck Dealerships,,-0.17,,11.11,286187024.0,280804489.0,Consumer Discretionary,,,0.01,-35.70%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.174705882352942
NX,Quanex Building Products,866321225,26.29,28.0,6.50%,Building Products & Equipment,11.74,2.24,1.45,1.76,32952500.0,492727000.0,Industrials,3.23%,0.74,1.36,15.70%,Underpriced,6.5,1,Slightly,0,6.5,27.452017329213557,1,0,62.24668954248366,0,25.749655172413792
NXE,NexGen Energy,2309711902,4.74,N/A,,Uranium,,-0.13,,5.18,487280992.0,445613000.0,Energy,,,1.75,-7.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,137.6175
NXGL,NEXGEL,14596478,2.6,N/A,,Medical Instruments & Supplies,,-0.67,,2.13,5614030.0,6847000.0,Healthcare,,6.42,,-46.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,45.764399999999995
NXGN,NextGen Healthcare,1075482150,16.3,20.5,25.77%,Health Information Services,,-0.04,2.56,2.69,65980500.0,400435000.0,Healthcare,,1.65,1.02,-0.60%,Underpriced,25.77,1,Significantly,1,25.77,,0,0,62.24668954248366,0,95.41799999999999
NXL,Nexalin Technology,6667202,0.92,N/A,,Medical Devices,,-0.33,,1.41,7286560.0,4735029.0,Healthcare,,6.48,,-57.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,1044.0974193548386
NXPI,NXP Semiconductors,51390154133,197.85,193.06,-2.42%,Semiconductors,18.97,10.42,1.04,6.46,259743008.0,7949000000.0,Technology,29.76%,3.9,1.51,37.30%,Overpriced,-2.42,0,Slightly,0,2.42,84.70507556097736,0,0,62.24668954248366,0,328.74357142857144
NXPL,NextPlat,49552128,2.68,N/A,,Software - Application,,-0.93,,2.01,18489600.0,24627444.0,Technology,,4.5,1.76,-41.60%,N/A,,0,,0,,,0,0,62.24668954248366,0,164.93469696969697
NXRT,NexPoint Residential Trust,2411167621,46.72,65.0,39.13%,REIT - Residential,,-0.32,-36.54,4.94,51608896.0,488033000.0,Real Estate,,8.85,1.09,-1.70%,Underpriced,39.13,1,Significantly,1,39.13,,0,0,62.24668954248366,0,42.836
NXST,Nexstar Media Group,5917431201,165.03,217.0,31.49%,Entertainment,7.79,21.18,1.52,2.26,35856700.0,2624000000.0,Communication Services,3.12%,1.13,1.47,29.80%,Underpriced,31.49,1,Significantly,1,31.49,186.7458646555766,1,0,62.24668954248366,0,49.265
NXT,Nextracker,6042633321,41.43,41.17,-0.63%,Solar,2071.5,0.02,,,145851637.0,-3075767000.0,Technology,,3.18,,-7.90%,Overpriced,-0.63,0,Slightly,0,0.63,,0,1,62.24668954248366,1,417.33000000000004
NXTC,NextCure,45649236,1.64,9.0,448.78%,Biotechnology,,-2.53,,0.3,27834900.0,154203000.0,Healthcare,,,0.06,-40.00%,Underpriced,448.78,1,Significantly,1,448.78,,0,0,62.24668954248366,0,22.024186046511627
NXTP,NextPlay Technologies,7484261,1.26,20.0,1487.30%,Software - Infrastructure,,-7.55,,0.19,5939890.0,39193366.0,Technology,,2.57,,-74.20%,Underpriced,1487.3,1,Significantly,1,1487.3,,0,0,62.24668954248366,0,91.06395348837209
NXU,"Nxu, Inc.",40504261,0.59,N/A,,Shell Companies,,-6.44,,5.11,68884798.0,7927000.0,Financials,,,,-69678.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
NYAX,Nayax,659216000,20.0,22.0,10.00%,Information Technology Services,,-1.04,,6.51,32960800.0,101242000.0,Technology,,,-0.42,,Underpriced,10.0,1,Slightly,0,10.0,,0,0,62.24668954248366,0,32.660810810810815
NYC,New York City REIT,17018801,7.39,N/A,,REIT - Office,,-25.32,,0.06,2302950.0,293550000.0,Real Estate,,0.27,0.16,-15.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,33.86
NYCB,New York Community Bancorp,7690642070,10.65,10.71,0.56%,Banks - Regional,2.8,3.81,0.52,0.71,722126016.0,10782000000.0,Financials,214.88%,2.11,1.06,29.80%,Underpriced,0.56,1,Slightly,0,0.56,35.77642284326905,1,0,62.24668954248366,0,11.796324786324787
NYMT,New York Mortgage Trust,906330154,9.94,13.21,32.90%,REIT - Mortgage,,-2.61,0.97,0.52,91180096.0,1737506000.0,Real Estate,,8.24,1.85,-13.10%,Underpriced,32.9,1,Significantly,1,32.9,,0,0,62.24668954248366,0,16.103125
NYMX,Nymox Pharmaceutical,34315679,0.38,N/A,,Biotechnology,,-0.04,,,91265104.0,-1799000.0,Healthcare,,,0.83,-1589.50%,N/A,,0,,0,,0.13319393813997035,0,0,62.24668954248366,0,22.024186046511627
NYT,The New York Times Company,6165730201,37.62,36.58,-2.76%,Publishing,33.0,1.14,2.11,3.92,163895008.0,1574785000.0,Communication Services,4.59%,2.64,0.99,12.30%,Overpriced,-2.76,0,Slightly,0,2.76,15.698980735892471,0,0,62.24668954248366,0,28.225
NYXH,Nyxoah,226859730,7.92,13.0,64.25%,Medical Instruments & Supplies,,-769.24,,1.67,28662000.0,135897826.0,Healthcare,,72.85,0.6,-28.20%,Underpriced,64.14,1,Significantly,1,64.14,,0,0,62.24668954248366,0,45.764399999999995
O,Realty Income,41329099562,61.39,70.71,15.18%,REIT - Retail,42.93,1.43,4.32,1.41,673222016.0,29259106000.0,Real Estate,52.13%,11.87,0.8,3.20%,Underpriced,15.18,1,Slightly,0,15.18,37.394751274675656,0,0,62.24668954248366,0,61.5325
OABI,OmniAb,564128000,4.88,10.0,104.92%,Biotechnology,,-0.19,,1.66,115600000.0,340802000.0,Healthcare,,8.5,,-7.80%,Underpriced,104.92,1,Significantly,1,104.92,,0,0,62.24668954248366,0,22.024186046511627
OAKU,Oak Woods Acquisition,16799795,10.24,N/A,,Shell Companies,,-0.03,,3.13,1640605.0,5366187.0,Financials,,,,,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
OB,Outbrain,248599206,4.86,5.7,17.28%,Internet Content & Information,,-0.51,,1.2,51152100.0,207921000.0,Communication Services,,0.26,,-12.60%,Underpriced,17.28,1,Slightly,0,17.28,,0,0,62.24668954248366,0,31.845
OBE,Obsidian Energy,485184672,5.88,N/A,,Oil & Gas E&P,0.84,7.01,,0.42,82514400.0,1165000000.0,Energy,82.11%,0.86,2.77,64.80%,N/A,,0,,0,,47.18982401032409,1,0,62.24668954248366,0,10.079873417721519
OBIO,Orchestra BioMed Holdings,252385602,9.13,17.5,91.68%,Biotechnology,,,,2.53,27643549.0,99753000.0,Healthcare,,,,,Underpriced,91.68,1,Significantly,1,91.68,,0,0,62.24668954248366,0,22.024186046511627
OBK,Origin Bancorp,948361100,31.09,N/A,,Banks-Regional,9.6,3.24,,0.96,30768621.0,992587000.0,Financials,-26.03%,2.9,,10.50%,N/A,,0,,0,,48.49467347272036,1,0,62.24668954248366,0,3275.57
OBLG,Oblong,3818948,1.48,N/A,,Software - Application,,-8.97,,0.98,2580370.0,3902000.0,Technology,,0.77,3.06,-307.60%,N/A,,0,,0,,,0,0,62.24668954248366,0,164.93469696969697
OBT,Orange County Bancorp,188469186,33.4,50.0,49.70%,Banks - Regional,8.43,3.96,,1.27,5642790.0,148580000.0,Financials,-3.88%,2.35,0.21,15.70%,Underpriced,49.7,1,Significantly,1,49.7,48.43642542420215,1,0,62.24668954248366,0,11.796324786324787
OC,Owens Corning,11007764304,122.16,107.64,-11.89%,Building Products & Equipment,8.8,13.88,0.82,2.3,90109400.0,4791000000.0,Industrials,31.07%,1.13,1.42,28.50%,Overpriced,-11.89,0,Slightly,0,11.89,128.85878395745186,1,0,62.24668954248366,0,25.749655172413792
OCAX,OCA Acquisition,79666635,10.43,N/A,,Shell Companies,149.0,0.07,,,7638220.0,-9904275.0,Financials,-77.42%,,0.02,-25.00%,N/A,,0,,0,,,0,1,62.24668954248366,1,132.68085501858738
OCC,Optical Cable,32443620,4.13,N/A,,Communication Equipment,8.09,0.51,,1.27,7865120.0,25566618.0,Technology,-7.27%,0.43,0.59,17.70%,N/A,,0,,0,,6.107455506922334,1,0,62.24668954248366,0,26.672758620689656
OCCI,OFS Credit Company,94536210,8.74,N/A,,Asset Management,,-1.64,,1.0,10816500.0,94210001.0,Financials,,,1.45,,N/A,,0,,0,,,0,0,62.24668954248366,0,42.887671232876706
OCEA,Ocean Biomedical,167002357,4.91,17.6,258.45%,Biotechnology,,-3.65,,108.16,34012700.0,1544000.0,Healthcare,,,,,Underpriced,258.45,1,Significantly,1,258.45,,0,0,62.24668954248366,0,22.024186046511627
OCFC,OceanFirst Financial,983900094,16.54,23.0,39.06%,Banks - Regional,6.72,2.46,1.84,0.61,59486100.0,1609553000.0,Financials,47.31%,2.26,0.88,9.30%,Underpriced,39.06,1,Significantly,1,39.06,38.69935307582667,1,0,62.24668954248366,0,11.796324786324787
OCFT,OneConnect Financial Technology Co.,226196520,5.8,12.0,106.90%,Software - Application,,-2.65,,0.5,38999400.0,455940320.0,Technology,,0.36,0.39,-19.90%,Underpriced,106.9,1,Significantly,1,106.9,,0,0,62.24668954248366,0,164.93469696969697
OCG,Oriental Culture Holding LTD,12948470,0.61,N/A,,Internet Retail,4.07,0.15,,0.26,21227000.0,49615848.0,Consumer Discretionary,15.38%,0.73,1.48,6.70%,N/A,,0,,0,,2.808683402311705,1,0,62.24668954248366,0,84.58538461538463
OCGN,Ocugen,131702448,0.51,5.0,873.52%,Biotechnology,,-0.36,,1.74,256430000.0,75800000.0,Healthcare,,,3.72,-86.50%,Underpriced,880.39,1,Significantly,1,880.39,,0,0,62.24668954248366,0,22.024186046511627
OCN,Ocwen Financial,224931315,29.44,N/A,,Mortgage Finance,,-8.55,,0.54,7640330.0,416300000.0,Financials,,0.23,2.04,-14.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,16.565454545454546
OCS,Oculis Holding AG,205884122,12.56,33.75,168.82%,Biotechnology,,-13.91,,,16398576.0,-105366667.0,Healthcare,,209.95,,,Underpriced,168.71,1,Significantly,1,168.71,44.84390014346666,1,0,62.24668954248366,0,22.024186046511627
OCSL,Oaktree Specialty Lending,1482244554,19.23,21.5,11.80%,Credit Services,213.67,0.09,0.93,0.98,77079800.0,1515150000.0,Financials,-95.89%,4.8,1.22,0.80%,Underpriced,11.8,1,Slightly,0,11.8,6.309138180879354,0,1,62.24668954248366,1,24.72840909090909
OCTO,Eightco Holdings,4795145,1.73,N/A,,Packaging & Containers,,-65.1,,0.4,2771760.0,11962711.0,Consumer Discretionary,,0.11,,-1014.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,13.818095238095239
OCUL,Ocular Therapeutix,372893826,4.81,12.5,159.88%,Biotechnology,,-1.19,,38.4,77524704.0,9711000.0,Healthcare,,7.22,1.3,-226.10%,Underpriced,159.88,1,Significantly,1,159.88,,0,0,62.24668954248366,0,22.024186046511627
OCUP,Ocuphire Pharma,81085014,3.87,20.0,416.80%,Biotechnology,4.12,0.94,,1.97,20952200.0,41250000.0,Healthcare,,1.95,0.02,65.60%,Underpriced,416.8,1,Significantly,1,416.8,6.452861544554553,1,0,62.24668954248366,0,22.024186046511627
OCX,OncoCyte,33656447,0.2,0.48,135.06%,Biotechnology,,-0.53,,0.89,164820992.0,37933000.0,Healthcare,,,1.58,-103.30%,Underpriced,140.0,1,Significantly,1,140.0,,0,0,62.24668954248366,0,22.024186046511627
ODC,Oil-Dri Corporation of America,392579594,54.91,N/A,,Specialty Chemicals,16.49,3.33,,2.34,7149510.0,167532000.0,Materials,2278.57%,0.98,0.53,14.50%,N/A,,0,,0,,41.900974484912425,0,0,62.24668954248366,0,18.675869565217393
ODFL,Old Dominion Freight Line,35687339920,325.46,343.44,5.52%,Trucking,26.76,12.16,1.89,9.53,109652000.0,3746499000.0,Industrials,24.21%,5.75,1.07,37.50%,Underpriced,5.52,1,Slightly,0,5.52,96.68577401874242,0,0,62.24668954248366,0,15.1
ODP,The ODP Corporation,1611378825,41.75,41.0,-1.80%,Specialty Retail,10.44,4.0,4.52,1.4,38595900.0,1148000000.0,Consumer Discretionary,,0.19,1.79,13.40%,Overpriced,-1.8,0,Slightly,0,1.8,51.73942673642696,1,0,62.24668954248366,0,17.69741935483871
ODV,Osisko Development,373295958,4.47,N/A,,Gold,,-1.88,,0.69,83511400.0,542256522.0,Materials,,8.83,1.46,-24.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,61.23947368421052
OEC,Orion Engineered Carbons,1341576651,22.79,27.0,18.47%,Specialty Chemicals,12.66,1.91,1.25,2.91,58866900.0,461000000.0,Materials,-19.07%,0.66,1.66,26.60%,Underpriced,18.47,1,Slightly,0,18.47,18.345215696249475,0,0,62.24668954248366,0,18.675869565217393
OESX,Orion Energy Systems,56839904,1.76,5.0,184.09%,Electrical Equipment & Parts,,-1.08,-0.11,1.71,32295400.0,33249000.0,Industrials,,0.73,1.94,-70.50%,Underpriced,184.09,1,Significantly,1,184.09,,0,0,62.24668954248366,0,20.11842105263158
OFC,Corporate Office Properties Trust,2720588520,24.18,26.75,10.63%,REIT - Office,14.14,1.71,5.41,1.58,112514000.0,1726159000.0,Real Estate,35.71%,3.83,1.04,11.40%,Underpriced,10.63,1,Slightly,0,10.63,24.29553296007672,1,0,62.24668954248366,0,33.86
OFED,Oconee Federal Financial,86214480,15.37,N/A,,Banks - Regional,20.77,0.74,,1.17,5609270.0,73607000.0,Financials,5.71%,5.06,0.35,5.70%,N/A,,0,,0,,14.781329735151818,0,0,62.24668954248366,0,11.796324786324787
OFG,OFG Bancorp,1275646152,26.84,32.0,19.23%,Banks - Regional,7.37,3.64,0.93,1.17,47527800.0,1089510000.0,Financials,20.93%,2.09,1.05,16.90%,Underpriced,19.23,1,Slightly,0,19.23,43.329502774234456,1,0,62.24668954248366,0,11.796324786324787
OFIX,Orthofix Medical,719191824,19.68,N/A,,Medical Devices,,-2.47,4.1,1.08,36544300.0,664159000.0,Healthcare,,1.36,0.88,-18.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,1044.0974193548386
OFLX,Omega Flex,1080090100,107.0,N/A,,Specialty Industrial Machinery,45.15,2.37,,14.68,10094300.0,73567000.0,Industrials,-5.95%,8.7,0.54,34.50%,N/A,,0,,0,,19.713732141692,0,0,62.24668954248366,0,42.107894736842105
OFS,OFS Capital,136258677,10.17,N/A,,Asset Management,,-0.91,1.67,0.76,13398100.0,179808000.0,Financials,,2.62,1.8,-6.60%,N/A,,0,,0,,,0,0,62.24668954248366,0,42.887671232876706
OGE,OGE Energy,7370561894,36.8,39.14,6.36%,Utilities - Regulated Electric,17.44,2.11,3.78,1.69,200287008.0,4370000000.0,Utilities,-56.04%,2.2,0.7,9.70%,Underpriced,6.36,1,Slightly,0,6.36,32.18450364541645,0,0,62.24668954248366,0,21.315454545454543
OGEN,Oragenics,5952500,2.94,N/A,,Biotechnology,,-6.12,,0.58,2024660.0,10244431.0,Healthcare,,44.6,0.34,-90.70%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
OGI,OrganiGram Holdings,138165280,0.44,N/A,,Drug Manufacturers - Specialty & Generic,,-0.03,,0.37,314012000.0,377111852.0,Healthcare,,1.12,1.37,-2.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,42.62173913043478
OGN,Organon & Co.,5333346420,20.91,29.25,39.89%,Drug Manufacturers - General,7.16,2.92,,,255062000.0,-737000000.0,Healthcare,-42.75%,0.87,0.72,-77.90%,Underpriced,39.89,1,Significantly,1,39.89,,0,0,62.24668954248366,0,27.4225
OGS,ONE Gas,4334259675,78.25,79.17,1.18%,Utilities - Regulated Gas,19.09,4.1,4.19,1.63,55389900.0,2651480000.0,Utilities,5.13%,1.64,0.67,8.90%,Underpriced,1.18,1,Slightly,0,1.18,66.4526148452335,0,0,62.24668954248366,0,27.38272727272727
OHAA,OPY Acquisition I,90070137,10.23,N/A,,Shell Companies,,-0.02,,,8804510.0,-365444.0,Financials,,,,23.30%,N/A,,0,,0,,0.1366671315514211,0,0,62.24668954248366,0,132.68085501858738
OHI,Omega Healthcare Investors,7279003932,31.06,30.8,-0.84%,REIT - Healthcare Facilities,26.78,1.16,1.13,2.08,234352992.0,3497057000.0,Real Estate,-37.63%,8.59,0.97,7.50%,Overpriced,-0.84,0,Slightly,0,0.84,19.734964883565233,0,0,62.24668954248366,0,63.504999999999995
OI,O-I Glass,3251437560,20.94,26.0,24.16%,Packaging & Containers,4.75,4.41,0.62,1.72,155274000.0,1887000000.0,Consumer Discretionary,112.02%,0.46,1.38,45.80%,Underpriced,24.16,1,Significantly,1,24.16,34.72539011185247,1,0,62.24668954248366,0,13.818095238095239
OIG,Orbital Infrastructure Group,9668754,2.06,60.0,2812.62%,Engineering & Construction,,-82.66,,,4693570.0,-155116000.0,Industrials,,0.03,1.07,,Underpriced,2812.62,1,Significantly,1,2812.62,247.92230920236844,1,0,62.24668954248366,0,30.660833333333333
